market_name,status,genres,lengths,response_time
Memento Mori,Permanently Closed,['Horror'],['Short Story'],No Data
Memento Mori Press,Permanently Closed,['Horror'],['Short Story'],No Data
Memento Vitae,Open,['General'],['Flash'],No Data
Memoir Journal,Does Not Qualify,[],['Poetry'],No Data
Memoir Mixtapes - Fiction,Does Not Qualify,[],[],241 days
Memoir Mixtapes - Poetry,Does Not Qualify,[],['Poetry'],No Data
Memorious - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",128 days
Memorious - Poetry,Temporarily Closed,['General'],['Poetry'],128 days
Memoryhouse Magazine,Temporarily Closed,['General'],['Poetry'],44 days
Men of the Manor,Permanently Closed,"['Erotica', 'Romance']","['Short Story', 'Novelette']",No Data
Menacing Hedge - Fiction,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Humor', 'Literary']","['Flash', 'Short Story']",101 days
Menacing Hedge - Poetry,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']",['Poetry'],No Data
Menagerie de Mythique Anthology ,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette']",No Data
Menda City Review,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
MENIAL: Skilled Labor in SF,Permanently Closed,[],[],No Data
Meniscus - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Meniscus - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Menopause Press,Permanently Closed,[],[],No Data
Menschen and Minyanim,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Mental Papercuts,Permanently Closed,['General'],['Flash'],No Data
Mental Ward: Experiments,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Mental Ward: Stories from the Asylum Volume 2,Permanently Closed,"['General', 'Horror']","['Short Story', 'Novelette']",No Data
Meow Meow Pow Pow - Fiction,Temporarily Closed,['General'],['Flash'],1 days
Meow Meow Pow Pow - Poetry,Temporarily Closed,['General'],['Poetry'],22 days
Mercedes Lackey Fantasy Quarterly - Fiction,Permanently Closed,['Fantasy'],['Short Story'],No Data
Mercedes Lackey Fantasy Quarterly - Poetry,Permanently Closed,['Fantasy'],['Poetry'],No Data
Mercurius - Fiction,Open,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novelette', 'Novella']",40 days
Mercurius - Poetry,Open,"['General', 'Fantasy']",['Poetry'],No Data
Mercury Retrograde Press,Permanently Closed,"['Fantasy', 'Science Fiction']","['Novel', 'Novella']",No Data
Meridian - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",61 days
Meridian - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Meridian Short Prose Prize - Fiction,Temporarily Closed,['General'],['Flash'],64 days
Meridian Short Prose Prize - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Mermaid Tales: An Anthology,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette', 'Novella']",No Data
Mermaids Monthly - Fiction,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story']",29 days
Mermaids Monthly - Poetry,Temporarily Closed,['Fantasy'],['Poetry'],25 days
Meshroom Magazine,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Meta4ical,Does Not Qualify,[],[],No Data
Metafore - Fiction,Permanently Closed,"['General', 'Literary']",['Flash'],No Data
Metafore - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Metamorphose,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Metamorphoses - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Metamorphoses - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Metaphor Magazine,Permanently Closed,['General'],['Poetry'],No Data
Metaphor Undergraduate Literary Journal,Does Not Qualify,[],[],No Data
Metaphorosis,Open,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette', 'Flash']",2 days
Metaphorosis Publishing,Does Not Qualify,[],[],No Data
Metaphysical Circus Press,Permanently Closed,"['General', 'Fantasy', 'Science Fiction', 'Literary']","['Story Collection', 'Novel']",No Data
Metaphysical Times,Does Not Qualify,[],[],No Data
Metapsychosis - Fiction,Does Not Qualify,[],[],No Data
Metapsychosis - Poetry,Does Not Qualify,[],['Poetry'],No Data
Metastasis,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Metastatic Whatnot,Permanently Closed,[],[],No Data
Metastellar,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",35 days
Metatron Press,Does Not Qualify,[],[],No Data
Metazen,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Metonym - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Metonym - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Metro Moms: Metro Fiction,Permanently Closed,"['General', 'Fantasy', 'Romance', 'Science Fiction', 'Historical', 'Literary']","['Flash', 'Short Story']",No Data
Mezzo Cammin,Open,['General'],['Poetry'],134 days
mgversion2&gt;datura,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Miami Rail - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Miami Rail - Poetry,Open,['General'],['Poetry'],No Data
Michael J Sullivan's Short Story Contest,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Michael Moorcock's New Worlds Magazine,Does Not Qualify,[],[],No Data
Michigan Quarterly Review - Fiction,Open,['General'],['Short Story'],180 days
Michigan Quarterly Review - Poetry,Open,['General'],['Poetry'],150 days
Micro - Fiction,Open,['General'],['Flash'],1 days
Micro - Poetry,Open,['General'],['Poetry'],No Data
micro // macro,Permanently Closed,['General'],['Flash'],No Data
Micro Madness,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Flash'],17 days
microcosms,Does Not Qualify,[],[],No Data
Microfiction Monday Magazine - Fiction,Open,['General'],['Flash'],19 days
Microfiction Monday Magazine - Poetry,Open,['General'],['Poetry'],No Data
MicroHorror,Permanently Closed,['Horror'],['Flash'],No Data
Microliterature,Permanently Closed,['General'],['Flash'],No Data
microreader,Open,"['General', 'Fantasy']",['Novella'],No Data
Microtext Anthology Series - Fiction,Permanently Closed,['General'],['Flash'],No Data
Microtext Anthology Series - Poetry,Permanently Closed,['General'],['Poetry'],No Data
microverses,Does Not Qualify,[],[],No Data
MidAmerican Fiction and Photography,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Mid-American Review - Fiction,Temporarily Closed,"['General', 'Humor']","['Flash', 'Short Story']",341 days
Mid-American Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Middle House Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",5 days
Middle House Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Middle Planet,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Midian Unmade: Nightbreed Anthology,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story']",No Data
midnight &amp; indigo,Open,"['General', 'Fantasy', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",39 days
Midnight Bites,Open,['Horror'],"['Novelette', 'Novella']",No Data
Midnight Breakfast,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction', 'Humor', 'Literary']","['Flash', 'Short Story', 'Novelette']",63 days
Midnight Circus,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Midnight Echo - Fiction,Temporarily Closed,['Horror'],"['Flash', 'Short Story']",46 days
Midnight Echo - Poetry,Temporarily Closed,['Horror'],['Poetry'],No Data
Midnight from Beyond the Stars,Permanently Closed,"['Horror', 'Science Fiction']",['Short Story'],91 days
Midnight Hour Anthology Series,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Midnight Hour Media,Does Not Qualify,[],[],No Data
Midnight in the Pentagram,Permanently Closed,['Horror'],"['Flash', 'Short Story']",No Data
Midnight in the Witch's Kitchen - Fiction,Permanently Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Midnight in the Witch's Kitchen - Poetry,Permanently Closed,"['Fantasy', 'Horror']",['Poetry'],No Data
Midnight Manuscripts Quarterly,Open,['Horror'],"['Short Story', 'Novelette']",1 days
Midnight Screaming,Permanently Closed,[],[],No Data
Midnight Street Press,Does Not Qualify,[],[],3 days
Midnight Writers Society,Does Not Qualify,[],[],No Data
Midnight Zoo,Permanently Closed,[],[],No Data
Midway Journal - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",13 days
Midway Journal - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Midwest Literary Magazine,Does Not Qualify,[],[],No Data
Midwest Prairie Review,Permanently Closed,['General'],"['Flash', 'Novel Excerpt', 'Short Story']",No Data
Midwest Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",35 days
Midwest Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Midwestern Gothic,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
MiFi Writers,Does Not Qualify,[],[],No Data
Mike Resnick Memorial Award for Short Fiction,Open,['Science Fiction'],"['Flash', 'Short Story']",124 days
Mild Curiosities,Permanently Closed,[],[],No Data
Mile #1-10,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Military Experience &amp; the Arts - Fiction,Does Not Qualify,[],[],No Data
Military Experience &amp; the Arts - Poetry,Does Not Qualify,[],['Poetry'],No Data
Military Flash Fiction - Fiction,Open,"['General', 'Horror', 'Romance', 'Science Fiction']",['Flash'],12 days
Military Flash Fiction - Poetry,Open,['General'],['Poetry'],No Data
Milk,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novel Excerpt']",No Data
milk candy review,Open,['General'],['Flash'],2 days
Milkfist,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Milkweed Editions - Fiction,Temporarily Closed,"['General', 'Young Adult', 'Literary']","['Story Collection', 'Novella']",No Data
Milkweed Editions - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Millhaven Press,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Western']","['Short Story', 'Novelette']",No Data
Mimesis,Permanently Closed,[],[],No Data
Mind Candy,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
MindFlights,Permanently Closed,[],[],No Data
Mindscapes Unimagined,Permanently Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Mineral Lit Magazine,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Minerva Rising - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Minerva Rising - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Minetta Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Minetta Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Miniature,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Miniature Story,Permanently Closed,['General'],['Flash'],No Data
miniskirt magazine - Fiction,Temporarily Closed,"['Erotica', 'Romance']","['Flash', 'Short Story']",2 days
miniskirt magazine - Poetry,Temporarily Closed,"['Erotica', 'Romance']",['Poetry'],9 days
Minnetonka Review,Permanently Closed,[],[],No Data
MinnSpec Anthology,Does Not Qualify,[],[],No Data
Minola Review - Fiction,Open,['General'],"['Flash', 'Short Story']",99 days
Minola Review - Poetry,Open,['General'],['Poetry'],36 days
Minor Literature[s] - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Minor Literature[s] - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Minute Magazine - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Minute Magazine - Poetry,Open,['General'],['Poetry'],No Data
MIRA Books,Does Not Qualify,[],[],No Data
Miracle,Permanently Closed,"['General', 'Fantasy']","['Flash', 'Short Story']",No Data
Miracle Monocle - Fiction,Temporarily Closed,['General'],"['Short Story', 'Novelette']",55 days
Miracle Monocle - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Mirages and Speculations,Does Not Qualify,[],[],No Data
Mirror Dance - Fiction,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story']",111 days
Mirror Dance - Poetry,Temporarily Closed,['Fantasy'],['Poetry'],No Data
Mirror Shards (vol. 1),Permanently Closed,[],[],No Data
Mirror Shards (Vol. 2),Permanently Closed,[],[],No Data
Mirror World Publishing - Fiction,Open,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Historical', 'Humor', 'Young Adult', 'Children', 'Middle Grade']","['Novella', 'Story Collection']",30 days
Mirror World Publishing - Poetry,Open,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Humor', 'Young Adult']",['Poetry'],No Data
"Mirror, Mirror",Permanently Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Historical']","['Flash', 'Short Story']",17 days
Misanthrope Magazine,Permanently Closed,['General'],['Short Story'],No Data
Miscellanea: a transdimensional library,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Flash'],No Data
Miscellaneous Writing Income,Does Not Qualify,[],[],11 days
Mischief Corner Books,Open,['Romance'],"['Novelette', 'Novella']",73 days
Mischief Publishing,Does Not Qualify,[],[],No Data
"Miscreations: Gods, Monstrosities &amp; Other Horrors",Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
Misery Tourism - Fiction,Open,"['General', 'Fantasy', 'Mystery/Crime']","['Flash', 'Short Story', 'Novelette', 'Novella']",5 days
Misery Tourism - Poetry,Open,['General'],['Poetry'],5 days
Misfit Magazine,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Misfits' Miscellany,Permanently Closed,['General'],['Flash'],No Data
Miskatonic Dreams,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Missing Fez,Permanently Closed,[],[],No Data
Mission at Tenth,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Misspelled – Magic Gone Awry,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story']",27 days
MISTRESS,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Mistresses of the Macabre,Permanently Closed,[],[],No Data
Misunderstood Anthology,Permanently Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Alternate History']",['Short Story'],No Data
MIT Technology Review,Does Not Qualify,[],[],38 days
Mithila Review - Fiction,Temporarily Closed,"['Fantasy', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette']",95 days
Mithila Review - Poetry,Temporarily Closed,"['Fantasy', 'Science Fiction']",['Poetry'],125 days
Mitografias (Portuguese),Does Not Qualify,[],[],No Data
Mixed Diversity Reads,Permanently Closed,"['General', 'Young Adult']","['Flash', 'Short Story']",No Data
Mixed Fruit,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Mixer Publishing,Permanently Closed,"['Horror', 'Romance', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Mixer Publishing Literary Sci-Fi Contest,Permanently Closed,"['Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Mixitini Matrix,Permanently Closed,['General'],['Flash'],No Data
Mixtape Methodology,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Mixtape.LGBT,Permanently Closed,['General'],['Poetry'],No Data
MMIP Books,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Historical', 'Literary']","['Novelette', 'Novella']",No Data
MNEMOSYNE Anthology,Permanently Closed,"['General', 'Fantasy']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Mobius Books,Does Not Qualify,[],[],No Data
Mobius: The Journal of Social Change - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Mobius: The Journal of Social Change - Poetry,Open,['General'],['Poetry'],19 days
Mocha Memoirs Press,Does Not Qualify,[],[],104 days
MockingOwl Roost - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
MockingOwl Roost - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Modern Drunkard Magazine - Fiction,Open,['General'],"['Flash', 'Short Story']",126 days
Modern Drunkard Magazine - Poetry,Open,['General'],['Poetry'],No Data
"Modern Grimmoire: Fairy Tales, Fables &amp; Folklore",Permanently Closed,[],[],No Data
Modern Haiku,Open,['General'],['Flash'],14 days
Modern Love (The New York Times),Does Not Qualify,[],[],No Data
Modern Lovecraft,Permanently Closed,[],[],No Data
Modern Poetry in Translation,Open,['General'],['Poetry'],53 days
Modern Poetry Quarterly Review,Does Not Qualify,[],['Poetry'],43 days
